Country Name,Country Code,Year,Region,IncomeGroup,EnrollmentRate,EducationLevel,Gender
Botswana,BWA,1983,Sub-Saharan Africa,Upper middle income,1.06626999378204,Tertiary,Female
Central African Republic,CAF,2000,Sub-Saharan Africa,Low income,0.618520021438599,Tertiary,Female
"Congo, Dem. Rep.",COD,2013,Sub-Saharan Africa,Low income,4.33428001403809,Tertiary,Female
Cabo Verde,CPV,2000,Sub-Saharan Africa,Lower middle income,2.04806995391846,Tertiary,Female
Czech Republic,CZE,1985,Europe & Central Asia,High income,13.8801298141479,Tertiary,Female
Germany,DEU,1997,Europe & Central Asia,High income,44.6954612731934,Tertiary,Female
East Asia & Pacific,EAS,1984,,,5.01365995407104,Tertiary,Female
Europe & Central Asia,ECS,1988,,,31.7857398986816,Tertiary,Female
European Union,EUU,1976,,,19.0571994781494,Tertiary,Female
European Union,EUU,2017,,,77.0961303710938,Tertiary,Female
Fragile and conflict affected situations,FCS,1998,,,6.7147102355957,Tertiary,Female
Fiji,FJI,2005,East Asia & Pacific,Upper middle income,17.604700088501,Tertiary,Female
United Kingdom,GBR,1982,Europe & Central Asia,High income,14.4060401916504,Tertiary,Female
Ghana,GHA,2011,Sub-Saharan Africa,Lower middle income,8.9476900100708,Tertiary,Female
Guinea,GIN,1992,Sub-Saharan Africa,Low income,0.115050002932549,Tertiary,Female
Heavily indebted poor countries (HIPC),HPC,2017,,,7.15516996383667,Tertiary,Female
Heavily indebted poor countries (HIPC),HPC,2007,,,4.4065899848938,Tertiary,Female
IBRD only,IBD,2010,,,29.6100006103516,Tertiary,Female
IDA only,IDX,2005,,,4.8346700668335,Tertiary,Female
Israel,ISR,1999,Middle East & North Africa,High income,58.109130859375,Tertiary,Female
Kuwait,KWT,2015,Middle East & North Africa,High income,76.5011672973633,Tertiary,Female
Latin America & Caribbean,LCN,1983,,,13.3616695404053,Tertiary,Female
Low income,LIC,2002,,,3.62298011779785,Tertiary,Female
Lesotho,LSO,2013,Sub-Saharan Africa,Lower middle income,12.9768400192261,Tertiary,Female
Late-demographic dividend,LTE,1978,,,8.16032028198242,Tertiary,Female
Mali,MLI,2008,Sub-Saharan Africa,Low income,3.39174008369446,Tertiary,Female
North America,NAC,1981,,,58.2865104675293,Tertiary,Female
North America,NAC,2011,,,106.112419128418,Tertiary,Female
North America,NAC,2012,,,105.580772399902,Tertiary,Female
Poland,POL,1980,Europe & Central Asia,High income,19.8795604705811,Tertiary,Female
Pacific island small states,PSS,1977,,,2.3618700504303,Tertiary,Female
South Asia,SAS,1974,,,1.98105001449585,Tertiary,Female
Senegal,SEN,2019,Sub-Saharan Africa,Lower middle income,11.2628698348999,Tertiary,Female
El Salvador,SLV,2012,Latin America & Caribbean,Lower middle income,29.0580005645752,Tertiary,Female
Small states,SST,1970,,,4.55349016189575,Tertiary,Female
Slovenia,SVN,2005,Europe & Central Asia,High income,93.457878112793,Tertiary,Female
Syrian Arab Republic,SYR,2015,Middle East & North Africa,Low income,44.7658882141113,Tertiary,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1980,,,2.2525999546051,Tertiary,Female
Tajikistan,TJK,2007,Europe & Central Asia,Lower middle income,14.9864597320557,Tertiary,Female
Turkmenistan,TKM,2014,Europe & Central Asia,Upper middle income,6.19575977325439,Tertiary,Female
Uzbekistan,UZB,2013,Europe & Central Asia,Lower middle income,6.01358985900879,Tertiary,Female
World,WLD,2017,,,40.2701187133789,Tertiary,Female
Arab World,ARB,2015,,,30.9695892333984,Tertiary,Female
Belgium,BEL,1980,Europe & Central Asia,High income,21.9126091003418,Tertiary,Female
Benin,BEN,2000,Sub-Saharan Africa,Lower middle income,1.4675999879837,Tertiary,Female
Burkina Faso,BFA,2010,Sub-Saharan Africa,Low income,2.30869007110596,Tertiary,Female
Chile,CHL,1997,Latin America & Caribbean,High income,28.039119720459,Tertiary,Female
"Congo, Rep.",COG,2013,Sub-Saharan Africa,Lower middle income,7.9931001663208,Tertiary,Female
East Asia & Pacific,EAS,2016,,,48.6886901855469,Tertiary,Female
Europe & Central Asia (excluding high income),ECA,1977,,,35.5823097229004,Tertiary,Female
Estonia,EST,2012,Europe & Central Asia,High income,88.4009323120117,Tertiary,Female
Fragile and conflict affected situations,FCS,1978,,,2.99006009101868,Tertiary,Female
France,FRA,1998,Europe & Central Asia,High income,59.6711502075195,Tertiary,Female
Gabon,GAB,1987,Sub-Saharan Africa,Upper middle income,3.42431998252869,Tertiary,Female
Guyana,GUY,1982,Latin America & Caribbean,Upper middle income,2.80369997024536,Tertiary,Female
Guyana,GUY,2004,Latin America & Caribbean,Upper middle income,14.7650098800659,Tertiary,Female
High income,HIC,1974,,,23.3669700622559,Tertiary,Female
IDA only,IDX,1979,,,1.92920005321503,Tertiary,Female
Jamaica,JAM,2015,Latin America & Caribbean,Upper middle income,34.6933898925781,Tertiary,Female
Kazakhstan,KAZ,2000,Europe & Central Asia,Upper middle income,34.5896911621094,Tertiary,Female
Kuwait,KWT,1974,Middle East & North Africa,High income,8.52070999145508,Tertiary,Female
St. Lucia,LCA,2014,Latin America & Caribbean,Upper middle income,22.2663593292236,Tertiary,Female
Low income,LIC,1995,,,3.17767000198364,Tertiary,Female
Middle East & North Africa,MEA,1994,,,12.4498596191406,Tertiary,Female
Middle income,MIC,1972,,,5.49548006057739,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,1994,,,11.757209777832,Tertiary,Female
Mauritius,MUS,1985,Sub-Saharan Africa,Upper middle income,0.793980002403259,Tertiary,Female
Norway,NOR,2018,Europe & Central Asia,High income,99.6901779174805,Tertiary,Female
Poland,POL,1981,Europe & Central Asia,High income,19.8821506500244,Tertiary,Female
"Korea, Dem. People's Rep.",PRK,2018,East Asia & Pacific,Low income,18.050630569458,Tertiary,Female
Portugal,PRT,1996,Europe & Central Asia,High income,44.282039642334,Tertiary,Female
Portugal,PRT,2004,Europe & Central Asia,High income,63.6420593261719,Tertiary,Female
Sub-Saharan Africa (excluding high income),SSA,1999,,,3.41231989860535,Tertiary,Female
Sub-Saharan Africa,SSF,2017,,,8.00374984741211,Tertiary,Female
Sub-Saharan Africa,SSF,2013,,,7.4727201461792,Tertiary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2012,,,49.8992881774902,Tertiary,Female
United States,USA,2010,North America,High income,108.252853393555,Tertiary,Female
Zambia,ZMB,1989,Sub-Saharan Africa,Lower middle income,1.1275600194931,Tertiary,Female
Zambia,ZMB,2012,Sub-Saharan Africa,Lower middle income,3.50166988372803,Tertiary,Female
Albania,ALB,1997,Europe & Central Asia,Upper middle income,14.1552600860596,Tertiary,Female
Arab World,ARB,1977,,,6.18410015106201,Tertiary,Female
Armenia,ARM,2013,Europe & Central Asia,Upper middle income,48.4931297302246,Tertiary,Female
Bahrain,BHR,1991,Middle East & North Africa,High income,20.1464595794678,Tertiary,Female
Belize,BLZ,1975,Latin America & Caribbean,Lower middle income,1.11688005924225,Tertiary,Female
Canada,CAN,1976,North America,High income,43.5852088928223,Tertiary,Female
Colombia,COL,2016,Latin America & Caribbean,Upper middle income,59.7489585876465,Tertiary,Female
Cuba,CUB,1992,Latin America & Caribbean,Upper middle income,23.2089290618896,Tertiary,Female
Europe & Central Asia (excluding high income),ECA,1994,,,35.0992698669434,Tertiary,Female
Europe & Central Asia,ECS,2008,,,64.9035110473633,Tertiary,Female
Fragile and conflict affected situations,FCS,1980,,,3.32815003395081,Tertiary,Female
Finland,FIN,2005,Europe & Central Asia,High income,100.491203308105,Tertiary,Female
Finland,FIN,2014,Europe & Central Asia,High income,97.262809753418,Tertiary,Female
Croatia,HRV,1995,Europe & Central Asia,High income,26.4095592498779,Tertiary,Female
Haiti,HTI,1977,Latin America & Caribbean,Lower middle income,0.285039991140366,Tertiary,Female
IBRD only,IBD,1973,,,6.25231981277466,Tertiary,Female
Iceland,ISL,2010,Europe & Central Asia,High income,101.542686462402,Tertiary,Female
Kuwait,KWT,1994,Middle East & North Africa,High income,20.2194499969482,Tertiary,Female
Madagascar,MDG,1986,Sub-Saharan Africa,Low income,3.08139991760254,Tertiary,Female
Middle East & North Africa,MEA,2018,,,42.0670394897461,Tertiary,Female
Mexico,MEX,1983,Latin America & Caribbean,Upper middle income,10.5061502456665,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,1998,,,15.7944602966309,Tertiary,Female
Nigeria,NGA,1999,Sub-Saharan Africa,Lower middle income,5.36511993408203,Tertiary,Female
Netherlands,NLD,1984,Europe & Central Asia,High income,26.0881404876709,Tertiary,Female
Norway,NOR,1976,Europe & Central Asia,High income,17.0973701477051,Tertiary,Female
Poland,POL,1983,Europe & Central Asia,High income,18.414680480957,Tertiary,Female
Poland,POL,1993,Europe & Central Asia,High income,26.8040294647217,Tertiary,Female
Paraguay,PRY,2005,Latin America & Caribbean,Upper middle income,27.4126892089844,Tertiary,Female
West Bank and Gaza,PSE,2008,Middle East & North Africa,Lower middle income,52.8938407897949,Tertiary,Female
Pacific island small states,PSS,2004,,,10.1908903121948,Tertiary,Female
Qatar,QAT,2004,Middle East & North Africa,High income,32.102409362793,Tertiary,Female
El Salvador,SLV,2015,Latin America & Caribbean,Lower middle income,29.3620204925537,Tertiary,Female
Serbia,SRB,2018,Europe & Central Asia,Upper middle income,78.2528076171875,Tertiary,Female
Eswatini,SWZ,2013,Sub-Saharan Africa,Lower middle income,6.56376981735229,Tertiary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1983,,,12.6078395843506,Tertiary,Female
Tonga,TON,1999,East Asia & Pacific,Upper middle income,4.01848983764648,Tertiary,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1984,,,1.81078004837036,Tertiary,Female
Uganda,UGA,1976,Sub-Saharan Africa,Low income,0.208629995584488,Tertiary,Female
Upper middle income,UMC,1988,,,8.81289958953857,Tertiary,Female
Upper middle income,UMC,2010,,,34.729190826416,Tertiary,Female
Albania,ALB,1990,Europe & Central Asia,Upper middle income,8.79673957824707,Tertiary,Female
Arab World,ARB,1975,,,5.36607980728149,Tertiary,Female
Burkina Faso,BFA,1992,Sub-Saharan Africa,Low income,0.419539988040924,Tertiary,Female
"Congo, Rep.",COG,2003,Sub-Saharan Africa,Lower middle income,2.13855004310608,Tertiary,Female
Djibouti,DJI,1997,Middle East & North Africa,Lower middle income,0.229890003800392,Tertiary,Female
Early-demographic dividend,EAR,1986,,,6.64262008666992,Tertiary,Female
Euro area,EMU,1999,,,53.5076599121094,Tertiary,Female
Euro area,EMU,2013,,,73.9384078979492,Tertiary,Female
Spain,ESP,2017,Europe & Central Asia,High income,97.0281600952148,Tertiary,Female
European Union,EUU,1978,,,20.4228191375732,Tertiary,Female
Kuwait,KWT,1980,Middle East & North Africa,High income,14.0811796188354,Tertiary,Female
St. Lucia,LCA,2010,Latin America & Caribbean,Upper middle income,17.8250007629395,Tertiary,Female
Sri Lanka,LKA,1971,South Asia,Lower middle income,0.90200001001358,Tertiary,Female
Lower middle income,LMC,1977,,,4.78682994842529,Tertiary,Female
Late-demographic dividend,LTE,1996,,,10.6150102615356,Tertiary,Female
Late-demographic dividend,LTE,1999,,,14.7012796401978,Tertiary,Female
Luxembourg,LUX,2001,Europe & Central Asia,High income,11.0111303329468,Tertiary,Female
Madagascar,MDG,2011,Sub-Saharan Africa,Low income,3.91773009300232,Tertiary,Female
Mali,MLI,1983,Sub-Saharan Africa,Low income,0.221379995346069,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,2012,,,33.4086608886719,Tertiary,Female
North America,NAC,1978,,,52.3192481994629,Tertiary,Female
Norway,NOR,2000,Europe & Central Asia,High income,82.3827362060547,Tertiary,Female
Other small states,OSS,1976,,,5.09072017669678,Tertiary,Female
El Salvador,SLV,2013,Latin America & Caribbean,Lower middle income,29.5150108337402,Tertiary,Female
Small states,SST,2005,,,15.3574199676514,Tertiary,Female
Syrian Arab Republic,SYR,1979,Middle East & North Africa,Low income,7.74717998504639,Tertiary,Female
Tajikistan,TJK,2016,Europe & Central Asia,Lower middle income,24.3675003051758,Tertiary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1987,,,8.62973976135254,Tertiary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1996,,,13.6255397796631,Tertiary,Female
Upper middle income,UMC,2001,,,19.1159400939941,Tertiary,Female
World,WLD,2007,,,26.9372901916504,Tertiary,Female
"Yemen, Rep.",YEM,2010,Middle East & North Africa,Low income,6.50644016265869,Tertiary,Female
Benin,BEN,1984,Sub-Saharan Africa,Lower middle income,0.703999996185303,Tertiary,Female
Burkina Faso,BFA,2016,Sub-Saharan Africa,Low income,3.7503399848938,Tertiary,Female
Burkina Faso,BFA,2017,Sub-Saharan Africa,Low income,4.09468984603882,Tertiary,Female
Bulgaria,BGR,2007,Europe & Central Asia,Upper middle income,56.1795806884766,Tertiary,Female
Belarus,BLR,1998,Europe & Central Asia,Upper middle income,55.5127487182617,Tertiary,Female
Central Europe and the Baltics,CEB,1980,,,16.7899208068848,Tertiary,Female
"Congo, Rep.",COG,2009,Sub-Saharan Africa,Lower middle income,2.16833996772766,Tertiary,Female
Spain,ESP,1971,Europe & Central Asia,High income,4.68659019470215,Tertiary,Female
European Union,EUU,2011,,,73.7951431274414,Tertiary,Female
Guinea,GIN,1986,Sub-Saharan Africa,Low income,0.50203001499176,Tertiary,Female
"Gambia, The",GMB,1999,Sub-Saharan Africa,Low income,0.478729993104935,Tertiary,Female
Greece,GRC,2001,Europe & Central Asia,High income,62.0432014465332,Tertiary,Female
Guyana,GUY,2008,Latin America & Caribbean,Upper middle income,13.5729398727417,Tertiary,Female
Hungary,HUN,2000,Europe & Central Asia,High income,39.6526794433594,Tertiary,Female
IBRD only,IBD,1984,,,8.62913036346436,Tertiary,Female
IBRD only,IBD,1994,,,9.49752044677734,Tertiary,Female
IDA & IBRD total,IBT,2000,,,12.9535598754883,Tertiary,Female
Low income,LIC,2003,,,3.71222996711731,Tertiary,Female
Luxembourg,LUX,1978,Europe & Central Asia,High income,0.916639983654022,Tertiary,Female
Malta,MLT,1973,Middle East & North Africa,High income,5.36104011535645,Tertiary,Female
Norway,NOR,1998,Europe & Central Asia,High income,72.4940490722656,Tertiary,Female
OECD members,OED,2018,,,81.7841567993164,Tertiary,Female
Paraguay,PRY,1999,Latin America & Caribbean,Upper middle income,15.3166599273682,Tertiary,Female
Romania,ROU,2015,Europe & Central Asia,Upper middle income,52.2133102416992,Tertiary,Female
Sub-Saharan Africa (excluding high income),SSA,2018,,,8.15375995635986,Tertiary,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1990,,,36.1709785461426,Tertiary,Female
Togo,TGO,1988,Sub-Saharan Africa,Low income,0.567539989948273,Tertiary,Female
Tunisia,TUN,1994,Middle East & North Africa,Lower middle income,9.96605014801025,Tertiary,Female
Barbados,BRB,2011,Latin America & Caribbean,High income,90.5716094970703,Tertiary,Female
Canada,CAN,1990,North America,High income,100.01294708252,Tertiary,Female
Central Europe and the Baltics,CEB,1990,,,18.5741100311279,Tertiary,Female
Chile,CHL,2018,Latin America & Caribbean,High income,97.8928604125977,Tertiary,Female
Cote d'Ivoire,CIV,1971,Sub-Saharan Africa,Lower middle income,0.339430004358292,Tertiary,Female
Germany,DEU,1992,Europe & Central Asia,High income,30.0792407989502,Tertiary,Female
Denmark,DNK,2016,Europe & Central Asia,High income,93.9538269042969,Tertiary,Female
East Asia & Pacific (excluding high income),EAP,1973,,,1.26530003547668,Tertiary,Female
Early-demographic dividend,EAR,1985,,,6.51919984817505,Tertiary,Female
IDA blend,IDB,2012,,,8.26126003265381,Tertiary,Female
Iceland,ISL,2009,Europe & Central Asia,High income,97.5423812866211,Tertiary,Female
Least developed countries: UN classification,LDC,2018,,,8.83969974517822,Tertiary,Female
Lower middle income,LMC,1992,,,6.12618017196655,Tertiary,Female
Low & middle income,LMY,2014,,,31.4190006256104,Tertiary,Female
Lithuania,LTU,1998,Europe & Central Asia,High income,47.035530090332,Tertiary,Female
Middle income,MIC,1980,,,6.87194013595581,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,2003,,,20.1193599700928,Tertiary,Female
Malawi,MWI,1987,Sub-Saharan Africa,Low income,0.239230006933212,Tertiary,Female
Malaysia,MYS,1984,East Asia & Pacific,Upper middle income,4.21322011947632,Tertiary,Female
Malaysia,MYS,2001,East Asia & Pacific,Upper middle income,27.5177803039551,Tertiary,Female
Namibia,NAM,1994,Sub-Saharan Africa,Upper middle income,7.28487014770508,Tertiary,Female
Netherlands,NLD,1989,Europe & Central Asia,High income,29.6130695343018,Tertiary,Female
Norway,NOR,1997,Europe & Central Asia,High income,70.3997421264648,Tertiary,Female
Other small states,OSS,2014,,,22.5694694519043,Tertiary,Female
Philippines,PHL,1980,East Asia & Pacific,Lower middle income,26.0533294677734,Tertiary,Female
Pre-demographic dividend,PRE,1976,,,1.2364399433136,Tertiary,Female
Romania,ROU,1984,Europe & Central Asia,Upper middle income,10.7776098251343,Tertiary,Female
Senegal,SEN,1981,Sub-Saharan Africa,Lower middle income,1.04683005809784,Tertiary,Female
Senegal,SEN,1984,Sub-Saharan Africa,Lower middle income,0.933570027351379,Tertiary,Female
Small states,SST,2000,,,11.8023796081543,Tertiary,Female
Sweden,SWE,1996,Europe & Central Asia,High income,51.8335800170898,Tertiary,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,,,8.00374984741211,Tertiary,Female
Tanzania,TZA,1986,Sub-Saharan Africa,Lower middle income,0.0728999972343445,Tertiary,Female
Vietnam,VNM,2001,East Asia & Pacific,Lower middle income,8.16289043426514,Tertiary,Female
Aruba,ABW,2004,Latin America & Caribbean,High income,31.2804908752441,Tertiary,Female
Angola,AGO,2013,Sub-Saharan Africa,Lower middle income,7.84723997116089,Tertiary,Female
Bahrain,BHR,1992,Middle East & North Africa,High income,21.1229705810547,Tertiary,Female
Brunei Darussalam,BRN,2005,East Asia & Pacific,High income,19.3950996398926,Tertiary,Female
Bhutan,BTN,2011,South Asia,Lower middle income,7.36333990097046,Tertiary,Female
Central African Republic,CAF,1988,Sub-Saharan Africa,Low income,0.310519993305206,Tertiary,Female
Early-demographic dividend,EAR,1991,,,7.61181020736694,Tertiary,Female
Early-demographic dividend,EAR,2002,,,13.3230695724487,Tertiary,Female
Europe & Central Asia (excluding high income),ECA,2013,,,65.251838684082,Tertiary,Female
Europe & Central Asia,ECS,2007,,,64.0853118896484,Tertiary,Female
Europe & Central Asia,ECS,2016,,,72.5875701904297,Tertiary,Female
Euro area,EMU,1992,,,36.4048805236816,Tertiary,Female
France,FRA,2007,Europe & Central Asia,High income,59.3123588562012,Tertiary,Female
Guinea,GIN,1975,Sub-Saharan Africa,Low income,0.593580007553101,Tertiary,Female
Greece,GRC,1998,Europe & Central Asia,High income,46.651538848877,Tertiary,Female
Greece,GRC,1999,Europe & Central Asia,High income,48.6330184936523,Tertiary,Female
High income,HIC,1975,,,24.9498291015625,Tertiary,Female
IBRD only,IBD,1971,,,6.07814979553223,Tertiary,Female
Iraq,IRQ,1972,Middle East & North Africa,Upper middle income,2.31778001785278,Tertiary,Female
Kyrgyz Republic,KGZ,2010,Europe & Central Asia,Lower middle income,47.7546882629395,Tertiary,Female
Latin America & Caribbean (excluding high income),LAC,2014,,,52.6524887084961,Tertiary,Female
Lebanon,LBN,1980,Middle East & North Africa,Upper middle income,23.3947906494141,Tertiary,Female
Lebanon,LBN,1985,Middle East & North Africa,Upper middle income,20.6038703918457,Tertiary,Female
Low & middle income,LMY,1976,,,5.98072004318237,Tertiary,Female
Middle East & North Africa,MEA,1979,,,6.61325979232788,Tertiary,Female
North Macedonia,MKD,2010,Europe & Central Asia,Upper middle income,40.3951988220215,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,1984,,,8.23418998718262,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,1992,,,10.2752504348755,Tertiary,Female
North America,NAC,2018,,,100.224426269531,Tertiary,Female
Niger,NER,1975,Sub-Saharan Africa,Low income,0.0175000000745058,Tertiary,Female
OECD members,OED,1987,,,32.6820106506348,Tertiary,Female
OECD members,OED,2015,,,77.3064804077148,Tertiary,Female
Pakistan,PAK,1986,South Asia,Lower middle income,1.60756003856659,Tertiary,Female
Panama,PAN,2000,Latin America & Caribbean,Upper middle income,52.3608016967773,Tertiary,Female
Pre-demographic dividend,PRE,2006,,,4.69436979293823,Tertiary,Female
Pacific island small states,PSS,2001,,,9.27949047088623,Tertiary,Female
Syrian Arab Republic,SYR,2016,Middle East & North Africa,Low income,42.7907409667969,Tertiary,Female
Tajikistan,TJK,2010,Europe & Central Asia,Lower middle income,15.78600025177,Tertiary,Female
South Asia (IDA & IBRD),TSA,2011,,,17.2671394348145,Tertiary,Female
South Asia (IDA & IBRD),TSA,2019,,,25.5018405914307,Tertiary,Female
World,WLD,1976,,,10.1496496200562,Tertiary,Female
Argentina,ARG,1970,Latin America & Caribbean,Upper middle income,11.4292297363281,Tertiary,Female
Argentina,ARG,1986,Latin America & Caribbean,Upper middle income,39.429328918457,Tertiary,Female
Burundi,BDI,1974,Sub-Saharan Africa,Low income,0.0883300006389618,Tertiary,Female
Belgium,BEL,1981,Europe & Central Asia,High income,22.1740798950195,Tertiary,Female
Belgium,BEL,1983,Europe & Central Asia,High income,25.1449508666992,Tertiary,Female
Bulgaria,BGR,1996,Europe & Central Asia,Upper middle income,51.9058494567871,Tertiary,Female
Bermuda,BMU,2012,North America,High income,42.1130981445313,Tertiary,Female
Switzerland,CHE,2002,Europe & Central Asia,High income,35.7240295410156,Tertiary,Female
"Congo, Rep.",COG,1972,Sub-Saharan Africa,Lower middle income,0.171560004353523,Tertiary,Female
Cyprus,CYP,1985,Europe & Central Asia,High income,3.74383997917175,Tertiary,Female
Cyprus,CYP,2017,Europe & Central Asia,High income,82.354133605957,Tertiary,Female
Estonia,EST,2009,Europe & Central Asia,High income,85.1998596191406,Tertiary,Female
United Kingdom,GBR,1992,Europe & Central Asia,High income,32.8761405944824,Tertiary,Female
"Hong Kong SAR, China",HKG,2008,East Asia & Pacific,High income,54.5172309875488,Tertiary,Female
Croatia,HRV,2004,Europe & Central Asia,High income,46.059398651123,Tertiary,Female
India,IND,2016,South Asia,Lower middle income,27.0435199737549,Tertiary,Female
Iceland,ISL,2008,Europe & Central Asia,High income,97.259033203125,Tertiary,Female
Jordan,JOR,1984,Middle East & North Africa,Upper middle income,20.1154499053955,Tertiary,Female
Cambodia,KHM,1973,East Asia & Pacific,Lower middle income,0.536130011081696,Tertiary,Female
Latin America & Caribbean,LCN,1977,,,9.98663997650146,Tertiary,Female
Lesotho,LSO,1988,Sub-Saharan Africa,Lower middle income,1.85186994075775,Tertiary,Female
Late-demographic dividend,LTE,1987,,,8.40167045593262,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,1999,,,17.1592502593994,Tertiary,Female
Malawi,MWI,2005,Sub-Saharan Africa,Low income,0.345099985599518,Tertiary,Female
Malawi,MWI,2011,Sub-Saharan Africa,Low income,0.635389983654022,Tertiary,Female
Pre-demographic dividend,PRE,1996,,,2.44228005409241,Tertiary,Female
Qatar,QAT,1988,Middle East & North Africa,High income,30.5445194244385,Tertiary,Female
Russian Federation,RUS,2012,Europe & Central Asia,Upper middle income,85.2291717529297,Tertiary,Female
Slovak Republic,SVK,1996,Europe & Central Asia,High income,20.3214797973633,Tertiary,Female
Sweden,SWE,2000,Europe & Central Asia,High income,79.69677734375,Tertiary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,,,48.147388458252,Tertiary,Female
Uganda,UGA,2011,Sub-Saharan Africa,Low income,3.86962008476257,Tertiary,Female
Uzbekistan,UZB,2006,Europe & Central Asia,Lower middle income,8.43910980224609,Tertiary,Female
World,WLD,2010,,,30.6917190551758,Tertiary,Female
Albania,ALB,1992,Europe & Central Asia,Upper middle income,9.74888038635254,Tertiary,Female
Burundi,BDI,1981,Sub-Saharan Africa,Low income,0.222719997167587,Tertiary,Female
Botswana,BWA,1971,Sub-Saharan Africa,Upper middle income,0.0,Tertiary,Female
Chile,CHL,1979,Latin America & Caribbean,High income,8.72799015045166,Tertiary,Female
China,CHN,2018,East Asia & Pacific,Upper middle income,55.8812217712402,Tertiary,Female
Cote d'Ivoire,CIV,1979,Sub-Saharan Africa,Lower middle income,0.727590024471283,Tertiary,Female
Cuba,CUB,1983,Latin America & Caribbean,Upper middle income,16.7348899841309,Tertiary,Female
Czech Republic,CZE,2000,Europe & Central Asia,High income,28.8774108886719,Tertiary,Female
Europe & Central Asia (excluding high income),ECA,1992,,,37.0512504577637,Tertiary,Female
Europe & Central Asia (excluding high income),ECA,2016,,,69.5637969970703,Tertiary,Female
Finland,FIN,1984,Europe & Central Asia,High income,30.702169418335,Tertiary,Female
Heavily indebted poor countries (HIPC),HPC,1983,,,1.61197996139526,Tertiary,Female
IDA only,IDX,2000,,,3.6747899055481,Tertiary,Female
India,IND,1988,South Asia,Lower middle income,3.62772011756897,Tertiary,Female
India,IND,2010,South Asia,Lower middle income,15.0577402114868,Tertiary,Female
Jordan,JOR,1994,Middle East & North Africa,Upper middle income,18.9283905029297,Tertiary,Female
Kyrgyz Republic,KGZ,2009,Europe & Central Asia,Lower middle income,50.8819694519043,Tertiary,Female
"Korea, Rep.",KOR,1993,East Asia & Pacific,High income,31.2551193237305,Tertiary,Female
Kuwait,KWT,1982,Middle East & North Africa,High income,14.8120603561401,Tertiary,Female
Lower middle income,LMC,1996,,,6.99280023574829,Tertiary,Female
Luxembourg,LUX,2017,Europe & Central Asia,High income,20.149299621582,Tertiary,Female
Latvia,LVA,1997,Europe & Central Asia,High income,40.154598236084,Tertiary,Female
Mexico,MEX,1982,Latin America & Caribbean,Upper middle income,10.0076904296875,Tertiary,Female
Middle income,MIC,1998,,,11.1932001113892,Tertiary,Female
New Zealand,NZL,2014,East Asia & Pacific,High income,92.6217803955078,Tertiary,Female
Other small states,OSS,2001,,,11.5051698684692,Tertiary,Female
Sub-Saharan Africa (excluding high income),SSA,2017,,,7.96212005615234,Tertiary,Female
Suriname,SUR,2002,Latin America & Caribbean,Upper middle income,15.7260999679565,Tertiary,Female
Tajikistan,TJK,2005,Europe & Central Asia,Lower middle income,13.1765699386597,Tertiary,Female
Tunisia,TUN,2012,Middle East & North Africa,Lower middle income,44.0083618164063,Tertiary,Female
Tunisia,TUN,2007,Middle East & North Africa,Lower middle income,38.9655799865723,Tertiary,Female
Uganda,UGA,1977,Sub-Saharan Africa,Low income,0.320989996194839,Tertiary,Female
Uganda,UGA,1981,Sub-Saharan Africa,Low income,0.267439991235733,Tertiary,Female
Argentina,ARG,1975,Latin America & Caribbean,Upper middle income,25.6228199005127,Tertiary,Female
Belgium,BEL,1988,Europe & Central Asia,High income,32.9377593994141,Tertiary,Female
Belgium,BEL,1990,Europe & Central Asia,High income,37.0204086303711,Tertiary,Female
"Bahamas, The",BHS,1995,Latin America & Caribbean,High income,22.1373500823975,Tertiary,Female
Cameroon,CMR,1974,Sub-Saharan Africa,Lower middle income,0.208100005984306,Tertiary,Female
Algeria,DZA,2018,Middle East & North Africa,Lower middle income,64.4208068847656,Tertiary,Female
"Egypt, Arab Rep.",EGY,1986,Middle East & North Africa,Lower middle income,11.1887998580933,Tertiary,Female
Spain,ESP,1975,Europe & Central Asia,High income,11.6159200668335,Tertiary,Female
European Union,EUU,1971,,,14.3130903244019,Tertiary,Female
France,FRA,1982,Europe & Central Asia,High income,26.2543601989746,Tertiary,Female
Ghana,GHA,2007,Sub-Saharan Africa,Lower middle income,4.49995994567871,Tertiary,Female
Guinea,GIN,1976,Sub-Saharan Africa,Low income,1.03666996955872,Tertiary,Female
Guyana,GUY,1990,Latin America & Caribbean,Upper middle income,4.5631799697876,Tertiary,Female
